_id,case_id,continent,education_of_employee,has_job_experience,requires_job_training,no_of_employees,yr_of_estab,region_of_employment,prevailing_wage,unit_of_wage,full_time_position,case_status
69ca8ebf82d567a0f78ecec8,EZYV7115,North America,Bachelor's,Y,N,1684,2013,West,2216.32,Year,Y,Certified
69ca8ebf82d567a0f78ecec9,EZYV7116,Asia,Master's,Y,N,2829,1898,Midwest,18887.29,Year,N,Certified
69ca8ebf82d567a0f78ececa,EZYV7117,Asia,Master's,Y,N,2838,1886,Northeast,174313.39,Year,N,Certified
69ca8ebf82d567a0f78ececb,EZYV7118,Asia,Bachelor's,N,N,4862,1949,Northeast,69426.04,Year,Y,Denied
69ca8ebf82d567a0f78ececc,EZYV7119,Asia,Bachelor's,N,N,1614,2007,West,140202.04,Year,Y,Certified
69ca8ebf82d567a0f78ececd,EZYV7120,Asia,Bachelor's,Y,N,2030,2010,West,20169.9,Year,Y,Denied
69ca8ebf82d567a0f78ecece,EZYV7121,Europe,Doctorate,N,N,303,1981,Northeast,113658.69,Year,Y,Certified
69ca8ebf82d567a0f78ececf,EZYV7122,Asia,Master's,N,N,857,2013,South,46047.5,Year,Y,Certified
69ca8ebf82d567a0f78eced0,EZYV7123,Asia,Bachelor's,Y,N,4440,1954,South,113469.04,Year,N,Certified
69ca8ebf82d567a0f78eced1,EZYV7124,North America,Bachelor's,Y,N,2348,2012,Midwest,105831.05,Year,N,Denied
69ca8ebf82d567a0f78eced2,EZYV7125,Asia,Master's,Y,N,4061,1994,Northeast,59194.87,Year,Y,Certified
69ca8ebf82d567a0f78eced3,EZYV7126,Asia,High School,Y,N,795,1998,West,45368.85,Year,Y,Denied
69ca8ebf82d567a0f78eced4,EZYV7127,North America,Master's,Y,N,3421,1919,Northeast,147083.79,Year,Y,Certified
69ca8ebf82d567a0f78eced5,EZYV7128,North America,Master's,Y,N,1349,2013,South,69.6449,Hour,Y,Certified
69ca8ebf82d567a0f78eced6,EZYV7129,Asia,Bachelor's,N,N,625,1949,South,143793.99,Year,Y,Certified
69ca8ebf82d567a0f78eced7,EZYV7130,Asia,Bachelor's,Y,N,3460,1960,West,73095.1,Year,Y,Certified
69ca8ebf82d567a0f78eced8,EZYV7131,Asia,High School,N,N,4132,2005,South,103819.7,Year,Y,Denied
69ca8ebf82d567a0f78eced9,EZYV7132,Asia,Master's,N,N,4200,1976,West,60708.26,Year,N,Certified
69ca8ebf82d567a0f78eceda,EZYV7133,Asia,Bachelor's,N,N,324,1998,South,84376.2,Year,Y,Certified
69ca8ebf82d567a0f78ecedb,EZYV7134,Europe,Bachelor's,Y,N,65207,2000,South,6589.72,Year,N,Certified
69ca8ebf82d567a0f78ecedc,EZYV7135,Europe,Doctorate,Y,Y,5215,2011,West,95424.13,Year,Y,Certified
69ca8ebf82d567a0f78ecedd,EZYV7136,Asia,Doctorate,N,N,4478,2005,Midwest,102284.9,Year,Y,Certified
69ca8ebf82d567a0f78ecede,EZYV7137,North America,High School,Y,Y,1459,1949,Northeast,814.0594,Hour,Y,Certified
69ca8ebf82d567a0f78ecedf,EZYV7138,Asia,Master's,Y,N,10273,1987,Midwest,116583.58,Year,Y,Certified
69ca8ebf82d567a0f78ecee0,EZYV7139,Asia,Master's,N,N,377,1986,South,115205.07,Year,N,Certified
69ca8ebf82d567a0f78ecee1,EZYV7140,North America,Master's,N,N,299,2015,West,118999.78,Year,Y,Denied
69ca8ebf82d567a0f78ecee2,EZYV7141,Asia,Master's,Y,Y,1784,1995,Northeast,86942.67,Year,Y,Certified
69ca8ebf82d567a0f78ecee3,EZYV7142,Asia,Master's,Y,N,4574,1874,Northeast,59439.65,Year,Y,Certified
69ca8ebf82d567a0f78ecee4,EZYV7143,Asia,Bachelor's,N,Y,3586,1997,West,67911.59,Year,Y,Denied
69ca8ebf82d567a0f78ecee5,EZYV7144,North America,Master's,N,N,1200,1992,Northeast,100581.34,Year,Y,Denied
69ca8ebf82d567a0f78ecee6,EZYV7145,Asia,Master's,Y,N,657,1980,South,112538.43,Year,N,Certified
69ca8ebf82d567a0f78ecee7,EZYV7146,Asia,Master's,Y,Y,3531,1998,West,57.9863,Hour,Y,Certified
69ca8ebf82d567a0f78ecee8,EZYV7147,Asia,Bachelor's,Y,N,1892,1957,West,238078.87,Year,Y,Certified
69ca8ebf82d567a0f78ecee9,EZYV7148,Europe,Master's,Y,N,958,2006,West,108691.93,Year,Y,Certified
69ca8ebf82d567a0f78eceea,EZYV7149,North America,Master's,Y,N,2151,2012,Northeast,102680.8,Year,Y,Certified
69ca8ebf82d567a0f78eceeb,EZYV7150,Asia,Bachelor's,N,N,92,1911,South,127288.25,Year,N,Certified
69ca8ebf82d567a0f78eceec,EZYV7151,Asia,Bachelor's,N,N,27484,2008,West,2865.19,Year,Y,Denied
69ca8ebf82d567a0f78eceed,EZYV7152,Asia,Bachelor's,Y,Y,1255,2007,Midwest,143886.02,Year,Y,Certified
69ca8ebf82d567a0f78eceee,EZYV7153,Asia,Bachelor's,N,N,254,1977,West,615.3414,Hour,Y,Denied
69ca8ebf82d567a0f78eceef,EZYV7154,Europe,Master's,Y,N,1458,1960,South,16025.36,Year,Y,Certified
69ca8ebf82d567a0f78ecef0,EZYV7155,Asia,Master's,Y,N,2541,2008,Northeast,57638.36,Year,Y,Certified
69ca8ebf82d567a0f78ecef1,EZYV7156,Asia,Master's,Y,N,1764,1863,West,132039.98,Year,Y,Certified
69ca8ebf82d567a0f78ecef2,EZYV7157,South America,Master's,N,N,695,1997,West,8575.23,Year,Y,Certified
69ca8ebf82d567a0f78ecef3,EZYV7158,Asia,Bachelor's,N,N,3218,2006,Northeast,108017.99,Year,Y,Certified
69ca8ebf82d567a0f78ecef4,EZYV7159,Asia,Bachelor's,Y,N,86312,2003,West,119987.28,Year,Y,Certified
69ca8ebf82d567a0f78ecef5,EZYV7160,Asia,High School,N,N,2839,1998,West,139666.15,Year,Y,Denied
69ca8ebf82d567a0f78ecef6,EZYV7161,Asia,Bachelor's,N,Y,818,1998,West,95509.34,Year,Y,Certified
69ca8ebf82d567a0f78ecef7,EZYV7162,Asia,Bachelor's,Y,N,130,2011,West,153485.12,Year,Y,Denied
69ca8ebf82d567a0f78ecef8,EZYV7163,Asia,Master's,Y,N,673,2005,South,128758.39,Year,Y,Certified
69ca8ebf82d567a0f78ecef9,EZYV7164,Asia,Bachelor's,N,N,1909,2004,South,78239.03,Year,Y,Denied
69ca8ebf82d567a0f78ecefa,EZYV7165,Asia,Master's,Y,N,647,1953,Midwest,463.3112,Hour,Y,Certified
69ca8ebf82d567a0f78ecefb,EZYV7166,Asia,Master's,N,N,4322,2005,West,145074.67,Year,Y,Certified
69ca8ebf82d567a0f78ecefc,EZYV7167,Europe,Master's,N,N,5253,1985,West,90522.62,Year,Y,Certified
69ca8ebf82d567a0f78ecefd,EZYV7168,Asia,High School,Y,N,1676,2001,South,104652.75,Year,Y,Denied
69ca8ebf82d567a0f78ecefe,EZYV7169,Asia,Master's,N,N,1350,1914,South,76214.48,Year,Y,Certified
69ca8ebf82d567a0f78eceff,EZYV7170,Asia,Doctorate,N,N,1758,2004,Northeast,92411.35,Year,Y,Certified
69ca8ebf82d567a0f78ecf00,EZYV7171,Asia,Bachelor's,Y,Y,986,2007,South,44126.91,Year,Y,Denied
69ca8ebf82d567a0f78ecf01,EZYV7172,North America,Bachelor's,N,N,3511,2010,Northeast,72352.34,Year,Y,Certified
69ca8ebf82d567a0f78ecf02,EZYV7173,Asia,Bachelor's,N,Y,2324,1937,Island,93560.12,Year,Y,Certified
69ca8ebf82d567a0f78ecf03,EZYV7174,Asia,Master's,Y,N,4192,1946,West,54955.72,Year,Y,Certified
69ca8ebf82d567a0f78ecf04,EZYV7175,Asia,Master's,Y,N,3662,2007,Midwest,152011.55,Year,Y,Certified
69ca8ebf82d567a0f78ecf05,EZYV7176,Asia,Bachelor's,Y,N,1737,1997,Northeast,65985.9,Year,Y,Certified
69ca8ebf82d567a0f78ecf06,EZYV7177,Asia,Bachelor's,N,N,1264,1952,South,523.6527,Hour,Y,Denied
69ca8ebf82d567a0f78ecf07,EZYV7178,Europe,Doctorate,Y,N,3614,1947,West,24276.77,Year,Y,Certified
69ca8ebf82d567a0f78ecf08,EZYV7179,Asia,Master's,N,N,1520,1987,West,399.4489,Hour,Y,Certified
69ca8ebf82d567a0f78ecf09,EZYV7180,Asia,Master's,Y,N,5312,1968,South,24022.87,Year,Y,Certified
69ca8ebf82d567a0f78ecf0a,EZYV7181,Asia,Master's,Y,N,2332,2005,South,231936.29,Year,Y,Certified
69ca8ebf82d567a0f78ecf0b,EZYV7182,Asia,Bachelor's,Y,N,984,2003,Northeast,131792.99,Year,Y,Denied
69ca8ebf82d567a0f78ecf0c,EZYV7183,Asia,Bachelor's,Y,N,2813,2003,West,117109.75,Year,Y,Certified
69ca8ebf82d567a0f78ecf0d,EZYV7184,Oceania,Master's,N,Y,6159,1988,Midwest,87111.61,Year,Y,Certified
69ca8ebf82d567a0f78ecf0e,EZYV7185,Asia,Master's,N,N,1217,1909,Midwest,99564.83,Year,Y,Certified
69ca8ebf82d567a0f78ecf0f,EZYV7186,Asia,Bachelor's,Y,N,623,1893,Midwest,8968.81,Year,Y,Denied
69ca8ebf82d567a0f78ecf10,EZYV7187,Asia,Bachelor's,N,N,3086,1986,Northeast,118042.2,Year,Y,Certified
69ca8ebf82d567a0f78ecf11,EZYV7188,Asia,Master's,N,N,4148,2010,Midwest,144755.6,Year,Y,Certified
69ca8ebf82d567a0f78ecf12,EZYV7189,Asia,Bachelor's,Y,N,2754,1998,South,159772.02,Year,Y,Certified
69ca8ebf82d567a0f78ecf13,EZYV7190,North America,Bachelor's,Y,N,6631,1993,West,42608.5,Year,Y,Certified
69ca8ebf82d567a0f78ecf14,EZYV7191,Asia,Bachelor's,N,Y,3074,2013,South,63326.99,Year,Y,Certified
69ca8ebf82d567a0f78ecf15,EZYV7192,Europe,Master's,Y,N,1439,1979,South,115517.72,Year,N,Certified
69ca8ebf82d567a0f78ecf16,EZYV7193,North America,Bachelor's,Y,N,1955,2013,West,28813.97,Month,Y,Certified
69ca8ebf82d567a0f78ecf17,EZYV7194,Asia,Bachelor's,Y,N,2327,1999,Midwest,82130.07,Year,Y,Certified
69ca8ebf82d567a0f78ecf18,EZYV7195,Asia,High School,N,N,4617,2005,West,64897.03,Year,Y,Denied
69ca8ebf82d567a0f78ecf19,EZYV7196,Asia,Bachelor's,Y,N,80,2004,Northeast,30705.85,Year,Y,Denied
69ca8ebf82d567a0f78ecf1a,EZYV7197,Asia,Master's,Y,N,2253,1988,West,31145.4,Year,N,Certified
69ca8ebf82d567a0f78ecf1b,EZYV7198,South America,Bachelor's,N,N,1522,1999,Midwest,111290.07,Year,Y,Certified
69ca8ebf82d567a0f78ecf1c,EZYV7199,Asia,Master's,N,N,2813,1875,South,139660.26,Year,Y,Certified
69ca8ebf82d567a0f78ecf1d,EZYV7200,North America,Bachelor's,N,Y,155,1982,West,128600.87,Year,Y,Denied
69ca8ebf82d567a0f78ecf1e,EZYV7201,Asia,Bachelor's,Y,N,4455,2011,Midwest,55841.98,Year,Y,Denied
69ca8ebf82d567a0f78ecf1f,EZYV7202,North America,Master's,N,N,3425,1999,Midwest,27826.13,Year,Y,Certified
69ca8ebf82d567a0f78ecf20,EZYV7203,North America,Bachelor's,Y,N,1670,2008,Northeast,57615.09,Year,Y,Denied
69ca8ebf82d567a0f78ecf21,EZYV7204,Asia,Bachelor's,Y,N,2226,1995,West,74848.02,Week,Y,Denied
69ca8ebf82d567a0f78ecf22,EZYV7205,Asia,Bachelor's,Y,N,5129,2001,Northeast,167375.09,Year,N,Certified
69ca8ebf82d567a0f78ecf23,EZYV7206,Asia,Bachelor's,Y,N,875,2000,West,110675.52,Year,Y,Denied
69ca8ebf82d567a0f78ecf24,EZYV7207,Asia,Master's,N,N,15777,1982,Midwest,16027.53,Year,Y,Certified
69ca8ebf82d567a0f78ecf25,EZYV7208,Asia,Bachelor's,Y,N,3104,2004,Midwest,106409.82,Year,Y,Certified
69ca8ebf82d567a0f78ecf26,EZYV7209,North America,Bachelor's,N,N,4120,1991,Northeast,196282.02,Year,Y,Certified
69ca8ebf82d567a0f78ecf27,EZYV7210,South America,Bachelor's,N,N,368,1995,West,174657.07,Year,Y,Certified
69ca8ebf82d567a0f78ecf28,EZYV7211,Asia,Bachelor's,Y,N,2841,1999,South,49817.21,Year,Y,Denied
69ca8ebf82d567a0f78ecf29,EZYV7212,South America,Master's,Y,N,1032,2006,Northeast,77171.75,Year,Y,Certified
69ca8ebf82d567a0f78ecf2a,EZYV7213,Asia,Master's,Y,N,15964,2004,Northeast,114194.43,Year,Y,Certified
69ca8ebf82d567a0f78ecf2b,EZYV7214,Asia,Bachelor's,Y,N,4515,1970,West,20136.52,Year,Y,Certified
69ca8ebf82d567a0f78ecf2c,EZYV7215,Asia,Bachelor's,Y,N,2201,1996,South,74957.14,Year,Y,Certified
69ca8ebf82d567a0f78ecf2d,EZYV7216,South America,Master's,N,N,2835,1997,South,680.9274,Hour,Y,Denied
69ca8ebf82d567a0f78ecf2e,EZYV7217,Asia,Bachelor's,Y,N,3268,2002,West,99514.5,Year,Y,Certified
69ca8ebf82d567a0f78ecf2f,EZYV7218,Asia,Bachelor's,N,N,777,1998,Midwest,81180.73,Year,Y,Certified
69ca8ebf82d567a0f78ecf30,EZYV7219,North America,Master's,N,N,2362,1999,Midwest,10200.79,Year,Y,Certified
69ca8ebf82d567a0f78ecf31,EZYV7220,Asia,Bachelor's,Y,N,3830,2003,Northeast,111985.46,Week,Y,Certified
69ca8ebf82d567a0f78ecf32,EZYV7221,Asia,Master's,Y,N,1617,1994,Midwest,54033.4,Year,Y,Certified
69ca8ebf82d567a0f78ecf33,EZYV7222,Asia,Bachelor's,N,Y,100771,1838,Northeast,187808.28,Year,Y,Certified
69ca8ebf82d567a0f78ecf34,EZYV7223,Asia,Bachelor's,N,N,820,1989,South,99942.79,Year,Y,Certified
69ca8ebf82d567a0f78ecf35,EZYV7224,Asia,Master's,Y,N,1848,1946,South,38907.13,Year,Y,Certified
69ca8ebf82d567a0f78ecf36,EZYV7225,Europe,Doctorate,N,N,-25,1998,Midwest,141435.95,Year,Y,Certified
69ca8ebf82d567a0f78ecf37,EZYV7226,Asia,Bachelor's,Y,N,2832,2013,West,22217.77,Year,Y,Certified
69ca8ebf82d567a0f78ecf38,EZYV7227,Asia,Bachelor's,Y,N,3129,1920,Midwest,80838.18,Year,Y,Certified
69ca8ebf82d567a0f78ecf39,EZYV7228,South America,Doctorate,Y,N,9614,1873,West,30564.5,Year,Y,Certified
69ca8ebf82d567a0f78ecf3a,EZYV7229,Europe,Bachelor's,N,N,23970,1920,Island,52726.47,Year,Y,Certified
69ca8ebf82d567a0f78ecf3b,EZYV7230,Europe,High School,Y,N,1461,1988,West,45205.15,Year,Y,Denied
69ca8ebf82d567a0f78ecf3c,EZYV7231,Asia,High School,N,N,795,1949,Northeast,118802.08,Year,Y,Denied
69ca8ebf82d567a0f78ecf3d,EZYV7232,Asia,Doctorate,Y,N,269,2003,Midwest,101734.39,Year,Y,Certified
69ca8ebf82d567a0f78ecf3e,EZYV7233,Asia,Master's,Y,N,5015,2005,West,69739.07,Year,Y,Certified
69ca8ebf82d567a0f78ecf3f,EZYV7234,Asia,Bachelor's,Y,N,1729,2009,Midwest,132996.89,Year,Y,Certified
69ca8ebf82d567a0f78ecf40,EZYV7235,North America,Master's,N,N,997,1912,West,847.4413,Hour,Y,Certified
69ca8ebf82d567a0f78ecf41,EZYV7236,Asia,Doctorate,Y,N,1227,2010,West,128008.3,Year,Y,Certified
69ca8ebf82d567a0f78ecf42,EZYV7237,Asia,Master's,Y,N,1935,1995,West,17039.44,Year,Y,Certified
69ca8ebf82d567a0f78ecf43,EZYV7238,Asia,Master's,N,Y,617,2013,West,78524.33,Year,Y,Certified
69ca8ebf82d567a0f78ecf44,EZYV7239,North America,Master's,Y,N,261,2008,Northeast,143129.1,Year,Y,Certified
69ca8ebf82d567a0f78ecf45,EZYV7240,Asia,Master's,N,N,161,2006,Midwest,142934.18,Year,N,Certified
69ca8ebf82d567a0f78ecf46,EZYV7241,Asia,Master's,N,N,31502,1868,Northeast,51025.89,Year,Y,Certified
69ca8ebf82d567a0f78ecf47,EZYV7242,Asia,Doctorate,Y,N,3455,2012,Midwest,90925.92,Year,Y,Certified
69ca8ebf82d567a0f78ecf48,EZYV7243,Asia,Master's,Y,N,636,2007,West,95806.22,Year,N,Certified
69ca8ebf82d567a0f78ecf49,EZYV7244,South America,Bachelor's,N,N,4943,1976,South,705.3218,Hour,Y,Denied
69ca8ebf82d567a0f78ecf4a,EZYV7245,North America,Bachelor's,Y,N,3793,1970,West,89894.47,Year,N,Certified
69ca8ebf82d567a0f78ecf4b,EZYV7246,Asia,Bachelor's,Y,Y,1751,1999,Midwest,72615.17,Year,Y,Denied
69ca8ebf82d567a0f78ecf4c,EZYV7247,Asia,Bachelor's,Y,N,2961,1985,West,7034.14,Year,Y,Denied
69ca8ebf82d567a0f78ecf4d,EZYV7248,Asia,Master's,N,N,3891,1838,South,138356.27,Year,N,Certified
69ca8ebf82d567a0f78ecf4e,EZYV7249,Asia,Doctorate,N,N,4851,1980,South,986.5337,Hour,Y,Certified
69ca8ebf82d567a0f78ecf4f,EZYV7250,Asia,Bachelor's,Y,N,1152,1999,Midwest,120461.99,Year,Y,Certified
69ca8ebf82d567a0f78ecf50,EZYV7251,Asia,Master's,Y,N,2555,1999,Northeast,72873.89,Year,Y,Certified
69ca8ebf82d567a0f78ecf51,EZYV7252,Asia,Bachelor's,N,N,25094,1911,South,53961.43,Year,Y,Certified
69ca8ebf82d567a0f78ecf52,EZYV7253,Europe,Bachelor's,Y,N,2069,2011,South,127892.96,Year,Y,Certified
69ca8ebf82d567a0f78ecf53,EZYV7254,Asia,High School,Y,N,1650,2007,West,60764.86,Year,Y,Denied
69ca8ebf82d567a0f78ecf54,EZYV7255,Oceania,Bachelor's,N,N,167,2006,Midwest,160556.2,Year,Y,Denied
69ca8ebf82d567a0f78ecf55,EZYV7256,Asia,Bachelor's,N,N,1673,2006,West,222457.51,Year,Y,Certified
69ca8ebf82d567a0f78ecf56,EZYV7257,North America,High School,Y,N,664,2012,Northeast,23565.43,Year,Y,Certified
69ca8ebf82d567a0f78ecf57,EZYV7258,Asia,Bachelor's,N,N,2425,2010,Northeast,118126.08,Year,Y,Certified
69ca8ebf82d567a0f78ecf58,EZYV7259,Asia,High School,N,N,3750,1996,Northeast,131309.08,Year,N,Denied
69ca8ebf82d567a0f78ecf59,EZYV7260,North America,Master's,N,N,112,1839,Northeast,233.7907,Hour,Y,Denied
69ca8ebf82d567a0f78ecf5a,EZYV7261,Asia,Master's,Y,N,435,1989,South,81054.85,Year,N,Certified
69ca8ebf82d567a0f78ecf5b,EZYV7262,North America,Master's,N,N,1454,2011,Northeast,44899.24,Year,Y,Certified
69ca8ebf82d567a0f78ecf5c,EZYV7263,Asia,High School,N,N,1168,2001,West,32125.12,Year,Y,Denied
69ca8ebf82d567a0f78ecf5d,EZYV7264,Asia,High School,Y,N,5902,2001,South,139413.46,Year,Y,Denied
69ca8ebf82d567a0f78ecf5e,EZYV7265,Asia,Master's,N,N,1289,1941,Northeast,110763.34,Year,N,Certified
69ca8ebf82d567a0f78ecf5f,EZYV7266,Asia,Bachelor's,Y,N,3119,2009,Midwest,60950.07,Year,Y,Denied
69ca8ebf82d567a0f78ecf60,EZYV7267,Asia,Bachelor's,Y,N,2176,2006,South,70343.71,Year,Y,Denied
69ca8ebf82d567a0f78ecf61,EZYV7268,Asia,Master's,Y,N,4548,2011,Midwest,51160.93,Year,N,Certified
69ca8ebf82d567a0f78ecf62,EZYV7269,Europe,Doctorate,Y,N,1702,2000,Midwest,53770.0,Year,Y,Certified
69ca8ebf82d567a0f78ecf63,EZYV7270,Asia,Doctorate,Y,N,1066,2001,Northeast,204.6484,Hour,Y,Certified
69ca8ebf82d567a0f78ecf64,EZYV7271,Asia,Bachelor's,Y,N,464,1931,South,51003.31,Year,Y,Denied
69ca8ebf82d567a0f78ecf65,EZYV7272,Europe,Bachelor's,N,N,246398,1880,South,6287.76,Year,Y,Denied
69ca8ebf82d567a0f78ecf66,EZYV7273,Europe,Bachelor's,Y,Y,2224,1978,West,19470.23,Year,Y,Certified
69ca8ebf82d567a0f78ecf67,EZYV7274,Europe,Bachelor's,N,N,30328,2001,South,54306.35,Year,Y,Certified
69ca8ebf82d567a0f78ecf68,EZYV7275,Asia,Master's,N,N,721,2007,Northeast,61119.47,Year,N,Certified
69ca8ebf82d567a0f78ecf69,EZYV7276,Europe,Doctorate,Y,N,108183,1953,South,16387.59,Year,Y,Certified
69ca8ebf82d567a0f78ecf6a,EZYV7277,Asia,High School,Y,N,1058,1894,South,88745.16,Year,N,Denied
69ca8ebf82d567a0f78ecf6b,EZYV7278,Asia,Master's,Y,N,897,2002,Midwest,85842.62,Year,Y,Certified
69ca8ebf82d567a0f78ecf6c,EZYV7279,Europe,Bachelor's,Y,N,275,2008,Midwest,574.55,Year,Y,Certified
69ca8ebf82d567a0f78ecf6d,EZYV7280,Europe,Bachelor's,Y,N,215,2013,West,5561.41,Year,N,Denied
69ca8ebf82d567a0f78ecf6e,EZYV7281,Europe,Master's,Y,N,1232,2006,Midwest,180066.44,Year,Y,Certified
69ca8ebf82d567a0f78ecf6f,EZYV7282,Asia,High School,N,N,-14,2000,Midwest,58488.5,Year,Y,Denied
69ca8ebf82d567a0f78ecf70,EZYV7283,Asia,Doctorate,N,N,2807,1952,Midwest,54808.9,Year,Y,Certified
69ca8ebf82d567a0f78ecf71,EZYV7284,Asia,Master's,Y,N,3494,1993,Northeast,86475.86,Year,Y,Certified
69ca8ebf82d567a0f78ecf72,EZYV7285,Asia,Bachelor's,N,N,7994,1993,Northeast,488.9859,Hour,Y,Denied
69ca8ebf82d567a0f78ecf73,EZYV7286,Asia,Bachelor's,Y,N,5446,2006,South,108401.66,Year,Y,Certified
69ca8ebf82d567a0f78ecf74,EZYV7287,Europe,High School,Y,N,1272,2010,West,36504.7,Year,Y,Denied
69ca8ebf82d567a0f78ecf75,EZYV7288,Asia,Bachelor's,Y,N,348,2009,West,85015.65,Year,N,Certified
69ca8ebf82d567a0f78ecf76,EZYV7289,Asia,High School,Y,N,3819,2004,Northeast,228.6246,Hour,Y,Denied
69ca8ebf82d567a0f78ecf77,EZYV7290,Asia,Master's,N,N,4371,1838,South,149404.18,Year,N,Certified
69ca8ebf82d567a0f78ecf78,EZYV7291,Asia,High School,Y,N,20967,2007,Northeast,130.29,Hour,Y,Denied
69ca8ebf82d567a0f78ecf79,EZYV7292,Europe,Bachelor's,Y,N,3952,2000,West,143572.62,Year,Y,Denied
69ca8ebf82d567a0f78ecf7a,EZYV7293,Asia,Master's,Y,N,2636,1963,Northeast,53318.57,Year,Y,Certified
69ca8ebf82d567a0f78ecf7b,EZYV7294,Asia,Master's,Y,N,1647,2007,West,100353.56,Year,Y,Certified
69ca8ebf82d567a0f78ecf7c,EZYV7295,Asia,Bachelor's,Y,N,4485,1995,South,116908.85,Year,Y,Certified
69ca8ebf82d567a0f78ecf7d,EZYV7296,Asia,Bachelor's,Y,Y,1829,1962,South,153115.73,Year,Y,Certified
69ca8ebf82d567a0f78ecf7e,EZYV7297,Europe,Doctorate,Y,N,60186,1998,West,17132.72,Year,Y,Certified
69ca8ebf82d567a0f78ecf7f,EZYV7298,North America,Bachelor's,N,N,4954,1990,South,250.7276,Hour,Y,Denied
69ca8ebf82d567a0f78ecf80,EZYV7299,Asia,Bachelor's,N,N,5640,1868,Northeast,79905.3,Year,Y,Denied
69ca8ebf82d567a0f78ecf81,EZYV7300,North America,Bachelor's,Y,N,3692,2007,West,96764.91,Year,Y,Denied
69ca8ebf82d567a0f78ecf82,EZYV7301,Asia,Bachelor's,Y,N,62408,2005,South,99542.21,Year,Y,Denied
69ca8ebf82d567a0f78ecf83,EZYV7302,Asia,Master's,Y,N,1217,1998,South,53718.41,Year,N,Certified
69ca8ebf82d567a0f78ecf84,EZYV7303,North America,Bachelor's,N,N,6138,2010,Northeast,47862.76,Year,Y,Certified
69ca8ebf82d567a0f78ecf85,EZYV7304,Europe,Doctorate,Y,N,2020,1994,West,23734.75,Year,Y,Certified
69ca8ebf82d567a0f78ecf86,EZYV7305,Europe,Master's,Y,N,2789,1999,West,72112.74,Year,Y,Certified
69ca8ebf82d567a0f78ecf87,EZYV7306,Asia,High School,N,N,2176,1989,South,64776.23,Year,Y,Denied
69ca8ebf82d567a0f78ecf88,EZYV7307,North America,Doctorate,Y,N,5626,2013,Midwest,1222.91,Year,Y,Certified
69ca8ebf82d567a0f78ecf89,EZYV7308,Asia,Bachelor's,N,N,4155,1865,West,424.509,Hour,Y,Certified
69ca8ebf82d567a0f78ecf8a,EZYV7309,Asia,Master's,N,N,260,1981,Midwest,123330.2,Year,Y,Certified
69ca8ebf82d567a0f78ecf8b,EZYV7310,Asia,Master's,Y,N,4271,2007,West,37769.87,Year,Y,Certified
69ca8ebf82d567a0f78ecf8c,EZYV7311,Asia,Master's,N,N,554,1999,Northeast,352.4315,Hour,Y,Certified
69ca8ebf82d567a0f78ecf8d,EZYV7312,Asia,Doctorate,N,Y,3066,2001,South,6890.18,Year,Y,Certified
69ca8ebf82d567a0f78ecf8e,EZYV7313,Asia,Doctorate,Y,N,432,1913,West,90318.46,Year,Y,Certified
69ca8ebf82d567a0f78ecf8f,EZYV7314,Asia,Master's,Y,N,3895,1904,West,20532.7,Year,Y,Certified
69ca8ebf82d567a0f78ecf90,EZYV7315,Asia,Bachelor's,Y,N,387,2009,West,91969.56,Year,Y,Denied
69ca8ebf82d567a0f78ecf91,EZYV7316,Europe,Doctorate,N,N,3029,2008,Midwest,109467.09,Year,Y,Certified
69ca8ebf82d567a0f78ecf92,EZYV7317,Asia,Doctorate,N,N,115,1977,South,96289.72,Year,Y,Certified
69ca8ebf82d567a0f78ecf93,EZYV7318,North America,High School,Y,N,877,2015,Island,140961.13,Year,Y,Certified
69ca8ebf82d567a0f78ecf94,EZYV7319,Asia,Bachelor's,Y,Y,-26,2006,South,115005.61,Year,Y,Certified
69ca8ebf82d567a0f78ecf95,EZYV7320,Asia,High School,N,N,1965,1996,Midwest,85671.04,Year,Y,Denied
69ca8ebf82d567a0f78ecf96,EZYV7321,Asia,Master's,Y,N,20787,2007,South,42530.42,Year,Y,Certified
69ca8ebf82d567a0f78ecf97,EZYV7322,Asia,Master's,N,Y,326338,1875,South,28113.94,Year,Y,Certified
69ca8ebf82d567a0f78ecf98,EZYV7323,Asia,Master's,N,N,2103,2013,Midwest,105327.39,Year,Y,Certified
69ca8ebf82d567a0f78ecf99,EZYV7324,South America,Bachelor's,Y,N,1328,1946,South,122051.04,Year,Y,Certified
69ca8ebf82d567a0f78ecf9a,EZYV7325,Africa,Master's,N,N,3572,1989,Midwest,47428.58,Year,Y,Certified
69ca8ebf82d567a0f78ecf9b,EZYV7326,Asia,Master's,Y,N,3925,1926,Northeast,107461.21,Year,Y,Certified
69ca8ebf82d567a0f78ecf9c,EZYV7327,Asia,Doctorate,N,N,2312,2001,Northeast,157777.89,Year,Y,Certified
69ca8ebf82d567a0f78ecf9d,EZYV7328,Europe,Bachelor's,N,N,1343,2000,West,28716.35,Year,Y,Certified
69ca8ebf82d567a0f78ecf9e,EZYV7329,Asia,High School,Y,N,658,1985,Midwest,117617.95,Year,Y,Denied
69ca8ebf82d567a0f78ecf9f,EZYV7330,Asia,Master's,Y,N,288,2000,Midwest,99965.18,Year,Y,Certified
69ca8ebf82d567a0f78ecfa0,EZYV7331,Asia,Bachelor's,N,N,2052,2007,South,100345.72,Year,N,Certified
